"Plot Title: 6"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 1156633, SEN S/N: 1156633)","Intensity, lum/ft² (LGR S/N: 1156633, SEN S/N: 1156633)","Bad Battery (LGR S/N: 1156633)","Good Battery (LGR S/N: 1156633)","Coupler Attached (LGR S/N: 1156633)","Host Connected (LGR S/N: 1156633)","Stopped (LGR S/N: 1156633)","End Of File (LGR S/N: 1156633)"
2580,05/10/17 03:30:00 AM,49.937,0.0,,,,,,
2581,05/10/17 04:00:00 AM,49.759,0.0,,,,,,
2582,05/10/17 04:30:00 AM,49.937,0.0,,,,,,
2583,05/10/17 05:00:00 AM,50.466,0.0,,,,,,
2584,05/10/17 05:30:00 AM,48.339,2.0,,,,,,
2585,05/10/17 06:00:00 AM,44.922,101.0,,,,,,
2586,05/10/17 06:30:00 AM,45.104,288.0,,,,,,
2587,05/10/17 07:00:00 AM,46.369,352.0,,,,,,
2588,05/10/17 07:30:00 AM,47.982,448.0,,,,,,
2589,05/10/17 08:00:00 AM,67.906,4864.0,,,,,,
2590,05/10/17 08:30:00 AM,80.735,7168.0,,,,,,
2591,05/10/17 09:00:00 AM,92.363,8704.0,,,,,,
2592,05/10/17 09:30:00 AM,90.867,10752.0,,,,,,
2593,05/10/17 10:00:00 AM,105.161,16384.0,,,,,,
2594,05/10/17 10:30:00 AM,121.338,12288.0,,,,,,
2595,05/10/17 11:00:00 AM,128.763,20480.0,,,,,,
2596,05/10/17 11:30:00 AM,101.887,6144.0,,,,,,
2597,05/10/17 12:00:00 PM,126.387,13824.0,,,,,,
2598,05/10/17 12:30:00 PM,110.701,9728.0,,,,,,
2599,05/10/17 01:00:00 PM,112.690,7424.0,,,,,,
2600,05/10/17 01:30:00 PM,136.051,19456.0,,,,,,
2601,05/10/17 02:00:00 PM,139.048,18432.0,,,,,,
2602,05/10/17 02:30:00 PM,139.354,17408.0,,,,,,
2603,05/10/17 03:00:00 PM,136.938,15872.0,,,,,,
2604,05/10/17 03:30:00 PM,133.736,13824.0,,,,,,
2605,05/10/17 04:00:00 PM,128.496,11776.0,,,,,,
2606,05/10/17 04:30:00 PM,122.076,9728.0,,,,,,
2607,05/10/17 05:00:00 PM,114.721,7680.0,,,,,,
2608,05/10/17 05:30:00 PM,105.994,5632.0,,,,,,
2609,05/10/17 06:00:00 PM,96.168,2944.0,,,,,,
2610,05/10/17 06:30:00 PM,77.400,272.0,,,,,,
2611,05/10/17 07:00:00 PM,71.339,184.0,,,,,,
2612,05/10/17 07:30:00 PM,66.537,61.0,,,,,,
2613,05/10/17 08:00:00 PM,62.598,0.0,,,,,,
2614,05/10/17 08:30:00 PM,59.851,0.0,,,,,,
2615,05/10/17 09:00:00 PM,57.614,0.0,,,,,,
2616,05/10/17 09:30:00 PM,56.057,0.0,,,,,,
2617,05/10/17 10:00:00 PM,54.842,0.0,,,,,,
2618,05/10/17 10:30:00 PM,53.973,0.0,,,,,,
2619,05/10/17 11:00:00 PM,53.100,0.0,,,,,,
2620,05/10/17 11:30:00 PM,51.523,0.0,,,,,,
2621,05/11/17 12:00:00 AM,50.643,0.0,,,,,,
2622,05/11/17 12:30:00 AM,49.582,0.0,,,,,,
2623,05/11/17 01:00:00 AM,48.695,0.0,,,,,,
2624,05/11/17 01:30:00 AM,47.982,0.0,,,,,,
2625,05/11/17 02:00:00 AM,47.624,0.0,,,,,,
2626,05/11/17 02:30:00 AM,47.088,0.0,,,,,,
2627,05/11/17 03:00:00 AM,46.908,0.0,,,,,,
2628,05/11/17 03:30:00 AM,46.008,0.0,,,,,,
2629,05/11/17 04:00:00 AM,45.828,0.0,,,,,,
2630,05/11/17 04:30:00 AM,45.648,0.0,,,,,,
2631,05/11/17 05:00:00 AM,44.922,0.0,,,,,,
2632,05/11/17 05:30:00 AM,44.560,6.0,,,,,,
2633,05/11/17 06:00:00 AM,44.560,124.0,,,,,,
2634,05/11/17 06:30:00 AM,45.648,224.0,,,,,,
2635,05/11/17 07:00:00 AM,47.088,288.0,,,,,,
2636,05/11/17 07:30:00 AM,49.050,384.0,,,,,,
2637,05/11/17 08:00:00 AM,72.199,5120.0,,,,,,
2638,05/11/17 08:30:00 AM,87.186,7424.0,,,,,,
2639,05/11/17 09:00:00 AM,98.503,8704.0,,,,,,
2640,05/11/17 09:30:00 AM,109.396,10752.0,,,,,,
2641,05/11/17 10:00:00 AM,119.397,13312.0,,,,,,
2642,05/11/17 10:30:00 AM,126.909,15360.0,,,,,,
2643,05/11/17 11:00:00 AM,135.466,16384.0,,,,,,
2644,05/11/17 11:30:00 AM,141.850,18432.0,,,,,,
2645,05/11/17 12:00:00 PM,147.456,20480.0,,,,,,
2646,05/11/17 12:30:00 PM,107.258,224.0,,,,,,
2647,05/11/17 01:00:00 PM,118.441,232.0,,,,,,
2648,05/11/17 01:30:00 PM,121.582,216.0,,,,,,
2649,05/11/17 02:00:00 PM,120.119,208.0,,,,,,
2650,05/11/17 02:30:00 PM,117.262,168.0,,,,,,
2651,05/11/17 03:00:00 PM,114.265,184.0,,,,,,
2652,05/11/17 03:30:00 PM,112.244,108.0,,,,,,
2653,05/11/17 04:00:00 PM,108.322,76.0,,,,,,
2654,05/11/17 04:30:00 PM,103.717,60.0,,,,,,
2655,05/11/17 05:00:00 PM,99.291,49.0,,,,,,
2656,05/11/17 05:30:00 PM,95.016,39.0,,,,,,
2657,05/11/17 06:00:00 PM,91.612,0.0,,,,,,
2658,05/11/17 06:30:00 PM,83.579,0.0,,,,,,
2659,05/11/17 07:00:00 PM,78.800,0.0,,,,,,
2660,05/11/17 07:30:00 PM,76.181,0.0,,,,,,
2661,05/11/17 08:00:00 PM,74.791,0.0,,,,,,
2662,05/11/17 08:30:00 PM,72.718,0.0,,,,,,
2663,05/11/17 09:00:00 PM,72.372,0.0,,,,,,
2664,05/11/17 09:05:32 PM,,,,,Logged,Logged,,
2665,05/11/17 09:05:39 PM,,,,,,,Logged,Logged
